customer_id,last_visit_date,country,device_type,traffic_source,sessions,pageviews,avg_session_duration_sec,bounce_rate,product_views,cart_additions,transactions,revenue_gbp,days_since_last_visit,email_clicks,support_visits,discount_usage_rate,returning_user,conversion_rate,cart_to_purchase_rate,pages_per_session,engagement_score,synthetic_ground_truth_segment,segment,segment_name
CUST-100074,2025-01-17,Canada,Mobile,Direct,2,12,72.8,0.678,5,0,0,0.0,61,0,0,0.118,1,0.0,0.0,6.0,31.99,One-time Visitors,3,Engaged Non-Buyers
CUST-100075,2025-04-11,United States,Desktop,Email,15,95,509.9,0.229,56,0,1,61.42,30,0,0,0.422,0,0.0667,0.0,6.33,81.79,Product Researchers,0,Product Researchers
CUST-100076,2025-02-24,France,Mobile,Paid Social,19,106,256.9,0.104,59,9,6,451.68,2,2,0,0.24,1,0.3158,0.6667,5.58,70.84,High Value Loyal,2,High Value Loyal Customers
CUST-100077,2025-04-20,Canada,Mobile,Referral,16,86,412.1,0.174,35,4,7,306.78,39,0,1,0.758,1,0.4375,1.0,5.38,68.82,Deal Seekers,4,Engaged Non-Buyers
CUST-100078,2025-04-05,United Kingdom,Mobile,Referral,14,100,439.5,0.31,44,3,2,142.96,18,1,0,0.785,0,0.1429,0.6667,7.14,75.08,Deal Seekers,4,Engaged Non-Buyers
CUST-100079,2025-05-22,Australia,Desktop,Paid Search,19,89,218.3,0.492,45,5,3,150.26,8,1,0,0.784,0,0.1579,0.6,4.68,52.1,Deal Seekers,4,Engaged Non-Buyers
CUST-100080,2025-04-15,India,Mobile,Organic Search,19,96,315.3,0.394,39,3,4,292.41,7,2,1,0.618,1,0.2105,1.0,5.05,58.7,Deal Seekers,4,Engaged Non-Buyers
CUST-100081,2025-06-01,Australia,Mobile,Organic Search,18,107,278.2,0.173,50,5,0,0.0,73,0,1,0.675,1,0.0,0.0,5.94,68.55,Product Researchers,0,Product Researchers
CUST-100082,2025-01-29,Netherlands,Mobile,Organic Search,18,113,315.3,0.421,56,4,0,0.0,71,1,0,0.442,1,0.0,0.0,6.28,67.1,Product Researchers,0,Product Researchers
CUST-100083,2025-02-06,United Kingdom,Tablet,Referral,3,17,39.4,0.669,6,1,0,0.0,124,0,0,0.105,0,0.0,0.0,5.67,29.8,One-time Visitors,3,Engaged Non-Buyers
CUST-100084,2025-06-16,United States,Desktop,Paid Search,8,28,154.8,0.744,8,0,0,0.0,65,0,0,0.236,1,0.0,0.0,3.5,27.53,One-time Visitors,3,Engaged Non-Buyers
CUST-100085,2025-03-25,United Kingdom,Desktop,Paid Social,15,94,424.5,0.09,52,2,1,74.35,23,4,0,0.493,0,0.0667,0.5,6.27,79.56,Product Researchers,0,Product Researchers
CUST-100086,2025-05-27,United States,Desktop,Paid Search,12,97,435.7,0.45,54,1,0,0.0,10,3,2,0.23,1,0.0,0.0,8.08,77.14,Product Researchers,0,Product Researchers
CUST-100087,2025-06-28,India,Mobile,Direct,3,16,53.4,0.529,6,1,0,0.0,177,1,0,0.357,0,0.0,0.0,5.33,32.96,One-time Visitors,3,Engaged Non-Buyers
CUST-100088,2025-06-04,Australia,Mobile,Paid Search,20,107,556.6,0.191,34,1,0,0.0,8,1,0,0.136,1,0.0,0.0,5.35,75.24,Engaged Non-Buyers,0,Product Researchers
CUST-100089,2025-01-26,India,Mobile,Organic Search,1,7,97.7,0.81,3,0,0,0.0,136,0,0,0.302,0,0.0,0.0,7.0,32.43,One-time Visitors,1,Low Engagement / At-Risk Visitors
CUST-100090,2025-01-01,India,Mobile,Display,3,14,102.5,0.842,5,0,0,0.0,102,0,0,0.263,0,0.0,0.0,4.67,25.2,One-time Visitors,3,Engaged Non-Buyers
CUST-100091,2025-06-22,United Kingdom,Tablet,Paid Search,12,71,541.1,0.365,43,4,1,60.76,23,1,2,0.415,1,0.0833,0.25,5.92,74.65,Engaged Non-Buyers,0,Product Researchers
CUST-100092,2025-02-10,United Kingdom,Mobile,Referral,32,160,542.8,0.277,72,13,6,716.83,7,0,1,0.406,1,0.1875,0.4615,5.0,80.85,High Value Loyal,2,High Value Loyal Customers
CUST-100093,2025-02-18,Australia,Desktop,Paid Search,24,125,596.4,0.422,39,1,0,0.0,30,1,0,0.277,1,0.0,0.0,5.21,72.56,Engaged Non-Buyers,0,Product Researchers
CUST-100094,2025-06-08,India,Tablet,Email,18,81,275.8,0.265,31,6,3,238.88,31,6,2,0.673,1,0.1667,0.5,4.5,55.77,Deal Seekers,4,Engaged Non-Buyers
CUST-100095,2025-04-02,United States,Desktop,Direct,14,111,526.0,0.317,59,4,0,0.0,20,0,3,0.608,1,0.0,0.0,7.93,86.3,Product Researchers,0,Product Researchers
CUST-100096,2025-06-16,Australia,Mobile,Paid Social,3,20,126.9,0.914,8,1,0,0.0,124,0,0,0.397,0,0.0,0.0,6.67,31.8,One-time Visitors,3,Engaged Non-Buyers
CUST-100097,2025-05-09,France,Mobile,Paid Social,3,15,84.6,0.873,7,1,0,0.0,167,0,0,0.141,0,0.0,0.0,5.0,25.18,One-time Visitors,3,Engaged Non-Buyers
CUST-100098,2025-01-09,United Kingdom,Desktop,Direct,26,163,384.9,0.187,64,14,3,436.15,14,1,1,0.295,1,0.1154,0.2143,6.27,78.85,High Value Loyal,2,High Value Loyal Customers
CUST-100099,2025-01-31,India,Desktop,Paid Search,3,17,137.6,0.521,7,0,0,0.0,75,0,0,0.187,0,0.0,0.0,5.67,38.73,One-time Visitors,3,Engaged Non-Buyers
CUST-100100,2025-04-24,United Kingdom,Desktop,Paid Search,29,154,555.7,0.103,58,8,7,1016.18,12,3,5,0.457,1,0.2414,0.875,5.31,84.66,High Value Loyal,2,High Value Loyal Customers
CUST-100101,2025-05-10,India,Mobile,Organic Search,21,117,389.5,0.179,44,5,2,93.35,18,0,1,0.945,1,0.0952,0.4,5.57,70.95,Deal Seekers,4,Engaged Non-Buyers
CUST-100102,2025-06-24,United Kingdom,Mobile,Paid Search,2,15,160.5,0.63,4,0,0,0.0,153,0,0,0.712,0,0.0,0.0,7.5,41.93,One-time Visitors,1,Low Engagement / At-Risk Visitors
CUST-100103,2025-04-28,Canada,Mobile,Paid Search,14,102,248.3,0.222,55,1,0,0.0,20,0,0,0.406,1,0.0,0.0,7.29,71.56,Product Researchers,0,Product Researchers
CUST-100104,2025-05-06,India,Desktop,Organic Search,3,16,104.3,0.672,8,1,1,48.08,64,0,0,0.136,0,0.3333,1.0,5.33,32.54,One-time Visitors,3,Engaged Non-Buyers
CUST-100105,2025-01-26,Australia,Desktop,Paid Social,2,12,85.6,0.928,4,0,0,0.0,47,0,0,0.327,0,0.0,0.0,6.0,26.06,One-time Visitors,3,Engaged Non-Buyers
CUST-100106,2025-02-09,United Kingdom,Mobile,Direct,20,82,433.2,0.206,31,3,1,61.13,19,1,0,0.604,0,0.05,0.3333,4.1,63.86,Engaged Non-Buyers,4,Engaged Non-Buyers
CUST-100107,2025-01-16,Canada,Mobile,Email,2,11,131.9,0.69,6,0,0,0.0,130,1,0,0.196,1,0.0,0.0,5.5,33.38,One-time Visitors,3,Engaged Non-Buyers
CUST-100108,2025-03-08,India,Tablet,Organic Search,30,147,532.6,0.249,56,4,4,399.08,6,5,0,0.343,1,0.1333,1.0,4.9,77.95,High Value Loyal,2,High Value Loyal Customers
CUST-100109,2025-05-26,United Kingdom,Desktop,Direct,15,105,438.2,0.366,50,3,0,0.0,32,0,0,0.569,0,0.0,0.0,7.0,75.03,Product Researchers,0,Product Researchers
CUST-100110,2025-06-15,Netherlands,Mobile,Paid Search,17,93,518.0,0.563,46,3,0,0.0,18,1,2,0.286,1,0.0,0.0,5.47,68.07,Product Researchers,0,Product Researchers
CUST-100111,2025-05-18,Australia,Desktop,Organic Search,37,181,321.4,0.185,70,6,4,449.78,11,3,1,0.101,1,0.1081,0.6667,4.89,71.74,High Value Loyal,2,High Value Loyal Customers
CUST-100112,2025-03-03,United Kingdom,Mobile,Paid Search,7,65,408.4,0.285,46,1,0,0.0,10,1,3,0.686,1,0.0,0.0,9.29,77.44,Product Researchers,0,Product Researchers
CUST-100113,2025-01-13,United Kingdom,Mobile,Organic Search,1,13,90.2,0.568,10,0,0,0.0,142,0,0,0.313,0,0.0,0.0,13.0,43.4,One-time Visitors,1,Low Engagement / At-Risk Visitors
CUST-100114,2025-06-10,Australia,Mobile,Organic Search,27,114,547.0,0.402,43,6,0,0.0,51,2,0,0.073,1,0.0,0.0,4.22,68.72,Engaged Non-Buyers,0,Product Researchers
CUST-100115,2025-05-19,United States,Mobile,Paid Social,12,94,550.5,0.213,47,2,0,0.0,47,1,1,0.195,1,0.0,0.0,7.83,86.14,Engaged Non-Buyers,0,Product Researchers
CUST-100116,2025-06-17,United Kingdom,Desktop,Organic Search,28,158,373.9,0.061,74,16,5,525.0,11,1,1,0.158,1,0.1786,0.3125,5.64,79.79,High Value Loyal,2,High Value Loyal Customers
CUST-100117,2025-01-10,United Kingdom,Mobile,Direct,20,104,339.7,0.212,47,5,6,417.22,10,3,0,0.911,1,0.3,1.0,5.2,67.39,Deal Seekers,4,Engaged Non-Buyers
CUST-100118,2025-04-16,United Kingdom,Mobile,Referral,2,13,90.4,0.672,5,0,0,0.0,57,0,0,0.201,0,0.0,0.0,6.5,34.57,One-time Visitors,3,Engaged Non-Buyers
CUST-100119,2025-02-08,United Kingdom,Mobile,Paid Search,32,147,623.4,0.338,59,18,5,485.86,5,1,0,0.148,1,0.1562,0.2778,4.59,79.05,High Value Loyal,2,High Value Loyal Customers
CUST-100120,2025-02-02,United Kingdom,Mobile,Email,26,121,263.8,0.553,32,9,2,93.47,14,1,1,0.44,1,0.0769,0.2222,4.65,48.76,Deal Seekers,4,Engaged Non-Buyers
CUST-100121,2025-05-01,Netherlands,Desktop,Organic Search,8,84,355.3,0.221,55,2,0,0.0,36,3,1,0.411,1,0.0,0.0,10.5,79.17,Product Researchers,0,Product Researchers
CUST-100122,2025-02-10,Netherlands,Desktop,Organic Search,19,103,404.2,0.334,48,3,4,219.19,4,1,1,0.874,1,0.2105,1.0,5.42,68.56,Deal Seekers,4,Engaged Non-Buyers
CUST-100123,2025-04-17,Germany,Mobile,Email,4,15,139.4,0.871,5,1,0,0.0,178,1,0,0.145,0,0.0,0.0,3.75,23.45,One-time Visitors,3,Engaged Non-Buyers
CUST-100124,2025-02-16,United States,Desktop,Paid Search,15,90,367.2,0.426,38,1,0,0.0,44,0,1,0.073,1,0.0,0.0,6.0,63.15,Engaged Non-Buyers,0,Product Researchers
CUST-100125,2025-03-11,Canada,Desktop,Organic Search,28,138,521.9,0.054,57,7,8,843.41,7,1,1,0.408,1,0.2857,1.0,4.93,82.68,High Value Loyal,2,High Value Loyal Customers
CUST-100126,2025-02-05,Netherlands,Mobile,Direct,17,130,491.5,0.271,75,0,0,0.0,50,3,1,0.429,0,0.0,0.0,7.65,86.7,Product Researchers,0,Product Researchers
CUST-100127,2025-03-04,Netherlands,Mobile,Direct,3,10,43.2,0.71,5,0,0,0.0,92,1,0,0.029,1,0.0,0.0,3.33,21.37,One-time Visitors,3,Engaged Non-Buyers
CUST-100128,2025-05-16,United Kingdom,Mobile,Paid Social,18,97,508.3,0.418,43,6,1,36.73,44,2,0,0.124,1,0.0556,0.1667,5.39,70.04,Engaged Non-Buyers,0,Product Researchers
CUST-100129,2025-05-24,India,Mobile,Referral,19,70,302.4,0.291,32,6,2,132.54,28,1,2,0.755,1,0.1053,0.3333,3.68,54.19,Deal Seekers,4,Engaged Non-Buyers
CUST-100130,2025-04-22,France,Desktop,Paid Search,20,101,290.0,0.275,35,5,0,0.0,7,0,2,0.82,1,0.0,0.0,5.05,59.17,Deal Seekers,4,Engaged Non-Buyers
CUST-100131,2025-02-26,United Kingdom,Mobile,Direct,15,85,440.5,0.339,43,2,0,0.0,27,4,0,0.053,1,0.0,0.0,5.67,69.5,Engaged Non-Buyers,0,Product Researchers
CUST-100132,2025-06-22,Australia,Desktop,Paid Social,21,101,657.7,0.137,38,2,0,0.0,56,1,0,0.235,1,0.0,0.0,4.81,78.29,Engaged Non-Buyers,0,Product Researchers
CUST-100133,2025-01-04,Germany,Mobile,Direct,16,81,385.9,0.471,45,6,2,100.99,7,4,2,0.723,0,0.125,0.3333,5.06,62.18,Deal Seekers,4,Engaged Non-Buyers
CUST-100134,2025-05-18,United Kingdom,Mobile,Email,23,134,413.1,0.394,59,1,0,0.0,14,3,2,0.65,1,0.0,0.0,5.83,72.15,Product Researchers,0,Product Researchers
CUST-100135,2025-01-31,United Kingdom,Desktop,Paid Social,3,12,86.6,0.886,6,0,0,0.0,76,0,0,0.186,0,0.0,0.0,4.0,21.52,One-time Visitors,3,Engaged Non-Buyers
CUST-100136,2025-06-21,Germany,Desktop,Referral,17,91,560.1,0.282,42,2,0,0.0,52,1,0,0.325,0,0.0,0.0,5.35,75.61,Engaged Non-Buyers,0,Product Researchers
